"TEXT","TEXT","TEXT"
"KennedyG02","Fixflex","1.1"
"KennedyG02","It","3.0"
"KennedyG02","Pannier","1.0"
"KennedyG02","Redhold","1.1"
"KennedyG02","Stringtough","3.0"
"KennedyG02","Viva","2.0"
"TEvelyn93","Duobam","3.0"
"TEvelyn93","Tresom","1.1"
"TEvelyn93","Vagram","1.2"
"TEvelyn93","Y-find","1.1"
"AStone2002","Fixflex","3.0"
"AStone2002","Lotlux","1.1"
"AStone2002","Y-find","2.0"
"RSri08","It","1.1"
"RSri08","Viva","1.2"
"RSri08","Zontrax","1.1"
"WatkinsP2007","Lotlux","1.0"
"WatkinsP2007","Temp","3.0"
"WatkinsP2007","Ventosanzap","3.0"
"HanF1999","Alpha","2.0"
"HanF1999","Alpha","3.0"
"HanF1999","Solarbreeze","1.0"
"HanF1999","Voltsillam","1.1"
"HernandezL1997","Asoka","2.0"
"HernandezL1997","Konklux","1.0"
"HernandezL1997","Ventosanzap","1.2"
"HernandezL1997","Veribet","2.0"
"HernandezL1997","Voltsillam","1.1"
"HernandezL1997","Voltsillam","2.0"
"HernandezL1997","Zamit","1.2"
"MorganB2004","Bytecard","2.0"
"MorganB2004","Cardguard","1.2"
"MorganB2004","Pannier","1.0"
"MorganB2004","Stringtough","1.0"
"MorganB2004","Stringtough","2.0"
"MorganB2004","Y-Solowarm","2.0"
"MLarry","Alphazap","2.0"
"MLarry","Voyatouch","2.1"
"KTeresa94","Domainer","1.2"
"KTeresa94","Overhold","2.1"
"PLisa01","Biodex","1.0"
"PLisa01","Kanlam","1.1"
"PLisa01","Konklab","1.0"
"PLisa01","Toughjoyfax","1.1"
"PLisa01","Transcof","2.0"
"PDoris02","Andalax","2.1"
"PDoris02","Daltfresh","1.1"
"PDoris02","Flowdesk","2.1"
"PDoris02","It","1.2"
"PDoris02","Y-find","1.2"
"PDoris02","Y-Solowarm","1.1"
"PDoris02","Zaam-Dox","2.1"
"FooF","Lotlux","2.1"
"FooF","Lotstring","1.2"
"FooF","Sonair","2.0"
"FooF","Tampflex","2.0"
"WoodsN10","Biodex","1.0"
"WoodsN10","Wrapsafe","2.1"
"WoodsN10","Wrapsafe","3.0"
"HCarl2009","Cardify","2.0"
"HCarl2009","Cookley","1.0"
"HCarl2009","Treeflex","3.0"
"HCarl2009","Trippledex","2.0"
"LongM93","Aerified","3.0"
"LongM93","Domainer","2.0"
"LongM93","Konklux","3.0"
"LongM93","Vagram","2.1"
"AJason94","Alpha","2.1"
"AJason94","Hatity","1.1"
"AJason94","Keylex","1.0"
"AJason94","Tempsoft","1.2"
"OoiK07","Biodex","1.1"
"OoiK07","Biodex","2.1"
"OoiK07","Lotstring","1.2"
"OoiK07","Matsoft","1.0"
"OoiK07","Namfix","1.2"
"OoiK07","Pannier","2.0"
"OoiK07","Quo Lux","1.0"
"ChavezE","Matsoft","1.0"
"ChavezE","Namfix","1.1"
"LouiseG97","Sub-Ex","1.1"
"LouiseG97","Wrapsafe","3.0"
"RobinsonE2004","Opela","2.1"
"RobinsonE2004","Regrant","3.0"
"RobinsonE2004","Tres-Zap","1.0"
"RobinsonE2004","Ventosanzap","2.0"
"BaileyS","Biodex","1.1"
"BaileyS","Cardguard","1.2"
"BaileyS","Voltsillam","2.0"
"BaileyS","Wrapsafe","1.0"
"BLeong1996","Asoka","1.1"
"BLeong1996","Job","1.2"
"BLeong1996","Latlux","2.0"
"BLeong1996","Mat Lam Tam","1.0"
"BLeong1996","Matsoft","2.1"
"BLeong1996","Viva","1.1"
"BLeong1996","Viva","2.1"
"BLeong1996","Voyatouch","2.1"
"RogerF04","Greenlam","1.0"
"RogerF04","Quo Lux","1.2"
"SimsW2009","Opela","1.0"
"SimsW2009","Quo Lux","1.0"
"SimsW2009","Regrant","1.2"
"SimsW2009","Span","1.0"
"BLynch","Cookley","2.0"
"BLynch","Flexidy","1.1"
"BLynch","Hatity","2.1"
"BLynch","Tresom","1.1"
"HPeter97","Cardguard","1.1"
"HPeter97","Solarbreeze","2.1"
"HPeter97","Sonair","3.0"
"HPeter97","Stim","1.1"
"HPeter97","Tin","1.2"
"HPeter97","Tres-Zap","1.2"
"HPeter97","Zontrax","1.2"
"SBobby08","Alpha","2.1"
"SBobby08","Alphazap","1.1"
"SBobby08","Bamity","1.2"
"SBobby08","Fix San","1.1"
"SBobby08","Fixflex","2.1"
"JWatson00","Cookley","2.1"
"JWatson00","Daltfresh","1.0"
"JWatson00","Flexidy","1.2"
"JWatson00","Matsoft","2.1"
"WHayes11","Duobam","1.0"
"WHayes11","Job","1.1"
"WHayes11","Span","3.0"
"WHayes11","Stronghold","1.2"
"WHayes11","Veribet","2.1"
"WHayes11","Voltsillam","1.0"
"MargaretB99","Bigtax","1.1"
"MargaretB99","Voltsillam","1.2"
"WeaverK11","Lotstring","3.0"
"WeaverK11","Stronghold","1.2"
"AngelaB06","Bitchip","3.0"
"AngelaB06","Fix San","1.0"
"AngelaB06","Opela","1.2"
"LJack1998","Aerified","2.1"
"LJack1998","Bigtax","1.1"
"LJack1998","Bitwolf","1.1"
"LJack1998","Cardify","2.0"
"LJack1998","Prodder","1.1"
"LJack1998","Sub-Ex","2.0"
"LJack1998","Viva","3.0"
"SamuelC","Hatity","2.0"
"SamuelC","Holdlamis","2.1"
"SamuelC","Sub-Ex","1.0"
"SamuelC","Voyatouch","1.2"
"WOrtiz96","Biodex","1.1"
"WOrtiz96","Kanlam","1.1"
"WOrtiz96","Solarbreeze","3.0"
"WOrtiz96","Sonair","2.1"
"WOrtiz96","Sub-Ex","2.1"
"WOrtiz96","Subin","2.0"
"WOrtiz96","Transcof","3.0"
"WOrtiz96","Ventosanzap","1.0"
"EDorothy2011","Biodex","1.2"
"EDorothy2011","Fixflex","1.0"
"EDorothy2011","Matsoft","2.1"
"EDorothy2011","Opela","3.0"
"EDorothy2011","Overhold","1.1"
"EDorothy2011","Quo Lux","3.0"
"EDorothy2011","Sonsing","2.0"
"DAlice","Cardify","1.1"
"DAlice","Gembucket","1.1"
"DAlice","Transcof","3.0"
"DAlice","Trippledex","1.2"
"DAlice","Veribet","2.0"
"MNicole","Cardguard","3.0"
"MNicole","Kanlam","2.1"
"MNicole","Konklab","1.0"
"MNicole","Opela","1.2"
"MNicole","Temp","2.0"
"KhooR","Bytecard","2.0"
"KhooR","Cookley","2.0"
"KhooR","Overhold","1.0"
"KhooR","Voyatouch","2.1"
"MRoger2001","Alpha","2.1"
"MRoger2001","Alphazap","1.1"
"MRoger2001","Bitwolf","3.0"
"MRoger2001","Opela","3.0"
"MRoger2001","Toughjoyfax","3.0"
"MRoger2001","Y-find","1.2"
"JamesB94","Domainer","1.1"
"JamesB94","Sub-Ex","2.1"
"JamesB94","Y-Solowarm","1.0"
"DennisC01","Alphazap","2.1"
"DennisC01","Asoka","1.1"
"DennisC01","Holdlamis","3.0"
"DennisC01","Subin","1.0"
"DennisC01","Transcof","1.2"
"DennisC01","Ventosanzap","1.1"
"MRachel03","Alphazap","1.1"
"MRachel03","Transcof","2.1"
"MichaelM03","Temp","2.1"
"MichaelM03","Voltsillam","1.1"
"MichaelM03","Zoolab","2.0"
"JimmyA95","Subin","1.0"
"JimmyA95","Vagram","1.0"
"JimmyA95","Viva","1.0"
"JimmyA95","Zontrax","2.0"
"GrahamF2000","Mat Lam Tam","2.0"
"GrahamF2000","Redhold","1.0"
"GrahamF2000","Toughjoyfax","3.0"
"GrahamF2000","Vagram","1.2"
"RFrank2007","Alpha","1.0"
"RFrank2007","Lotlux","1.1"
"RFrank2007","Regrant","1.0"
"RFrank2007","Stringtough","1.1"
"RFrank2007","Treeflex","3.0"
"RFrank2007","Voyatouch","2.1"
"YoungS","Stim","1.0"
"YoungS","Stim","2.1"
"YoungS","Tresom","2.1"
"YoungS","Voltsillam","2.0"
"RAmanda1994","Alpha","1.0"
"RAmanda1994","Duobam","1.1"
"RAmanda1994","Duobam","1.2"
"RAmanda1994","Mat Lam Tam","2.1"
"RAmanda1994","Overhold","2.1"
"RAmanda1994","Stronghold","1.0"
"ADay96","Biodex","1.1"
"ADay96","Fixflex","2.0"
"ADay96","Prodder","1.1"
"ADay96","Treeflex","3.0"
"ADay96","Y-Solowarm","2.1"
"AAngela01","Asoka","1.1"
"AAngela01","Bitwolf","2.1"
"AAngela01","Viva","3.0"
"AAngela01","Zontrax","2.1"
"AAngela01","Zoolab","1.1"
"RAshley","Lotlux","1.1"
"RAshley","Sonsing","1.1"
"RAshley","Voltsillam","2.0"
"RAshley","Voyatouch","3.0"
"ArthurM07","Duobam","3.0"
"ArthurM07","Mat Lam Tam","1.0"
"ArthurM07","Sonsing","3.0"
"ArthurM07","Stringtough","1.0"
"ArthurM07","Viva","2.0"
"WJean1994","Bigtax","1.1"
"WJean1994","Daltfresh","1.1"
"WJean1994","Kanlam","1.1"
"WJean1994","Tempsoft","2.1"
"WJean1994","Zoolab","2.0"
"GClarence2007","Bamity","1.1"
"GClarence2007","Greenlam","2.0"
"GClarence2007","Kanlam","2.1"
"GClarence2007","Regrant","3.0"
"APorter","Ventosanzap","3.0"
"GregoryM","Latlux","2.0"
"GregoryM","Zaam-Dox","1.2"
"MatthewsM04","Stringtough","3.0"
"MatthewsM04","Toughjoyfax","2.0"
"StephensV93","Andalax","3.0"
"StephensV93","Asoka","2.1"
"StephensV93","Flowdesk","1.2"
"StephensV93","Ronstring","2.1"
"StephensV93","Tresom","1.0"
"StephensV93","Voltsillam","2.0"
"StephensV93","Zaam-Dox","1.1"
"CCatherine","Bitchip","2.0"
"CCatherine","Cardguard","3.0"
"CCatherine","Cookley","1.1"
"CCatherine","Hatity","1.0"
"CCatherine","Kanlam","2.1"
"CCatherine","Matsoft","1.2"
"CCatherine","Otcom","1.2"
"CCatherine","Temp","3.0"
"CCatherine","Voltsillam","2.1"
"BRobin","Lotstring","2.1"
"BRobin","Ronstring","1.0"
"BRobin","Stringtough","1.0"
"NicoleD","Latlux","1.2"
"BaileyJ2006","Zoolab","3.0"
"POliver1993","Holdlamis","1.1"
"POliver1993","Matsoft","1.0"
"GutierrezH","Aerified","1.1"
"GutierrezH","Konklab","2.0"
"GutierrezH","Namfix","1.0"
"GutierrezH","Overhold","2.1"
"GutierrezH","Temp","1.0"
"GutierrezH","Y-find","2.1"
"TPaula","Overhold","1.2"
"JWijaya","Biodex","2.1"
"JWijaya","Hatity","2.0"
"JWijaya","Home Ing","1.2"
"JWijaya","Overhold","1.1"
"JWijaya","Redhold","2.0"
"ACatherine05","Asoka","2.1"
"ACatherine05","Hatity","1.1"
"ACatherine05","Regrant","1.1"
"ACatherine05","Ventosanzap","1.2"
"ACatherine05","Y-find","3.0"
"HakimT1994","Alphazap","1.1"
"HakimT1994","Bitwolf","1.2"
"HakimT1994","Flexidy","2.1"
"HakimT1994","Flowdesk","1.1"
"HakimT1994","Otcom","2.0"
"HakimT1994","Solarbreeze","1.1"
"HakimT1994","Wrapsafe","1.1"
"HakimT1994","Zathin","1.0"
"PAlice09","Aerified","3.0"
"PAlice09","Daltfresh","1.1"
"PAlice09","Sonair","1.1"
"PAlice09","Temp","1.1"
"PCarlos96","Biodex","1.2"
"PCarlos96","Lotstring","2.1"
"PCarlos96","Solarbreeze","1.0"
"PCarlos96","Viva","1.0"
"PCarlos96","Wrapsafe","2.1"
"WatkinsM","Asoka","1.0"
"WatkinsM","Flexidy","1.2"
"WatkinsM","It","1.2"
"AdamsJ00","Gembucket","2.1"
"AdamsJ00","Sub-Ex","1.1"
"CruzA","Matsoft","1.2"
"CruzA","Zathin","3.0"
"LisaB1994","Transcof","1.1"
"LisaB1994","Trippledex","3.0"
"LisaB1994","Ventosanzap","1.1"
"LisaB1994","Veribet","3.0"
"DDenise1993","Daltfresh","1.1"
"DDenise1993","Duobam","1.1"
"DDenise1993","Toughjoyfax","2.1"
"RobinsonT1993","Latlux","1.2"
"RobinsonT1993","Zaam-Dox","1.2"
"WoodA08","Lotlux","2.1"
"WoodA08","Lotstring","1.1"
"WoodA08","Prodder","1.2"
"WoodA08","Quo Lux","3.0"
"WoodA08","Voltsillam","3.0"
"DGreen06","Bitchip","1.2"
"DGreen06","Bitchip","2.0"
"DGreen06","Matsoft","2.1"
"DGreen06","Tempsoft","2.0"
"RoyE08","Fixflex","1.0"
"RoyE08","Keylex","2.1"
"RoyE08","Quo Lux","2.0"
"RoyE08","Tempsoft","1.1"
"HillA","Alpha","1.2"
"HillA","Bitchip","1.2"
"HillA","Duobam","1.2"
"HillA","Lotstring","1.0"
"HillA","Mat Lam Tam","2.1"
"HillA","Opela","1.2"
"JenniferC10","Bigtax","2.1"
"JenniferC10","Hatity","3.0"
"JenniferC10","Lotstring","1.1"
"JenniferC10","Matsoft","2.0"
"JenniferC10","Otcom","2.0"
"JenniferC10","Redhold","2.0"
"JenniferC10","Tempsoft","1.2"
"JenniferC10","Toughjoyfax","2.0"
"JFreeman06","Greenlam","3.0"
"JFreeman06","Hatity","2.1"
"JFreeman06","Zathin","1.0"
"EvansA2004","Andalax","1.1"
"EvansA2004","It","3.0"
"EvansA2004","Lotstring","3.0"
"EvansA2004","Y-Solowarm","3.0"
"EvansA2004","Zoolab","3.0"
"LoriH2012","Vagram","1.0"
"HLarry95","Greenlam","3.0"
"HLarry95","Hatity","1.0"
"HLarry95","Stim","1.1"
"JeffreyH2001","Biodex","1.2"
"JeffreyH2001","Bitwolf","1.2"
"JeffreyH2001","Y-find","3.0"
"HDorothy","Alphazap","3.0"
"HDorothy","Cardify","2.0"
"HDorothy","Otcom","1.2"
"HDorothy","Subin","2.0"
"HDorothy","Toughjoyfax","1.2"
"HDorothy","Voyatouch","3.0"
"GJessica","Cardify","2.1"
"GJessica","Prodder","1.1"
"GJessica","Sub-Ex","1.0"
"FullerD","Bamity","3.0"
"FullerD","Redhold","1.0"
"FullerD","Solarbreeze","2.1"
"FullerD","Stronghold","1.0"
"RuthR2005","Asoka","2.1"
"RuthR2005","Bitwolf","1.2"
"RuthR2005","Holdlamis","2.0"
"RuthR2005","Kanlam","1.2"
"RuthR2005","Kanlam","2.1"
"RuthR2005","Solarbreeze","2.0"
"RileyF1996","Andalax","3.0"
"RileyF1996","Bitchip","3.0"
"RileyF1996","Job","2.0"
"RileyF1996","Konklux","2.0"
"RileyF1996","Mat Lam Tam","2.0"
"RileyF1996","Opela","2.1"
"RileyF1996","Tempsoft","2.1"
"RileyF1996","Voltsillam","1.1"
"FChristopher","Holdlamis","2.1"
"FChristopher","Namfix","1.0"
"FChristopher","Stim","3.0"
"FChristopher","Trippledex","1.0"
"FChristopher","Viva","1.0"
"FChristopher","Y-Solowarm","1.1"
"FChristopher","Zamit","3.0"
"DMarie02","Lotstring","1.2"
"DMarie02","Y-find","3.0"
"DMarie02","Zontrax","3.0"
"CStevens2002","Bitwolf","1.2"
"CStevens2002","Prodder","1.1"
"CStevens2002","Stronghold","1.1"
"RAlvarez2002","Quo Lux","1.2"
"RAlvarez2002","Zathin","1.2"
"WMatthew93","Aerified","2.1"
"WMatthew93","Flowdesk","2.1"
"WMatthew93","It","2.0"
"WMatthew93","Redhold","2.0"
"WMatthew93","Tampflex","2.1"
"WMatthew93","Treeflex","2.1"
"WMatthew93","Viva","2.0"
"BrownR2008","Alphazap","1.1"
"BrownR2008","Cardify","1.1"
"BrownR2008","Hatity","2.1"
"BrownR2008","Otcom","2.0"
"BrownR2008","Span","3.0"
"BrownR2008","Tempsoft","2.1"
"BrownR2008","Ventosanzap","3.0"
"BrownR2008","Voltsillam","1.2"
"SusanH94","Daltfresh","2.0"
"SusanH94","Pannier","1.2"
"SusanH94","Stringtough","1.0"
"KingW10","Biodex","1.1"
"KingW10","Home Ing","1.2"
"KingW10","Sonair","2.1"
"KingW10","Voltsillam","2.1"
"KingW10","Y-find","1.2"
"GarzaR","Andalax","2.1"
"GarzaR","Fixflex","1.1"
"GarzaR","Job","1.0"
"GarzaR","Konklux","1.0"
"GarzaR","Otcom","1.2"
"GarzaR","Redhold","1.0"
"GarzaR","Ventosanzap","1.0"
"AshleyT2003","Alpha","1.2"
"AshleyT2003","Flowdesk","2.0"
"AshleyT2003","Overhold","2.1"
"AshleyT2003","Toughjoyfax","2.1"
"AshleyT2003","Tresom","2.0"
"AshleyT2003","Veribet","1.1"
"BKelly","Latlux","1.2"
"BKelly","Matsoft","2.1"
"GrahamJ04","Fixflex","2.0"
"GrahamJ04","Overhold","3.0"
"GrahamJ04","Viva","1.1"
"BMarilyn97","Treeflex","1.1"
"BMarilyn97","Vagram","1.0"
"GJames07","Job","2.1"
"GJames07","Solarbreeze","1.1"
"GJames07","Tresom","1.1"
"GJames07","Voltsillam","2.0"
"GJames07","Wrapsafe","3.0"
"JenkinsC10","Duobam","3.0"
"JenkinsC10","Gembucket","3.0"
"JenkinsC10","Keylex","2.1"
"JenkinsC10","Sub-Ex","2.1"
"HansenT2011","Alpha","2.0"
"HansenT2011","Hatity","1.0"
"HansenT2011","Matsoft","1.1"
"HansenT2011","Span","1.1"
"HansenT2011","Stronghold","1.0"
"HansenT2011","Tresom","2.1"
"AWalter","Alpha","2.1"
"AWalter","Redhold","3.0"
"AWalter","Tin","2.1"
"AWalter","Zontrax","1.2"
"RThomas","Aerified","1.2"
"RThomas","Home Ing","2.0"
"RThomas","Kanlam","1.1"
"RThomas","Regrant","1.2"
"RThomas","Transcof","1.0"
"BStephen00","Cardify","1.2"
"BStephen00","Fix San","1.1"
"BStephen00","Lotstring","1.1"
"BStephen00","Sonsing","3.0"
"SBruce99","Bamity","1.0"
"SBruce99","Cookley","1.2"
"SBruce99","Kanlam","1.0"
"SBruce99","Latlux","2.0"
"SBruce99","Zaam-Dox","1.1"
"HawkinsL","Greenlam","1.1"
"HawkinsL","Tres-Zap","1.0"
"HawkinsL","Zoolab","1.2"
"RichardG","Alphazap","2.1"
"RichardG","Biodex","2.1"
"RichardG","Fixflex","2.1"
"RichardG","Tin","1.0"
"CarpenterA96","Aerified","1.0"
"CarpenterA96","Bigtax","2.1"
"CarpenterA96","Fixflex","2.1"
"CarpenterA96","Keylex","1.0"
"CarpenterA96","Redhold","1.1"
"CarpenterA96","Veribet","3.0"
"CarpenterA96","Zoolab","2.1"
"KnightT","Cardguard","1.1"
"KnightT","Cookley","1.0"
"KnightT","Konklab","1.2"
"KnightT","Latlux","3.0"
"KnightT","Lotlux","1.1"
"KnightT","Viva","2.1"
"KnightT","Zontrax","2.1"
"BurtonD97","Ronstring","1.0"
"BurtonD97","Transcof","1.1"
"BurtonD97","Zamit","1.2"
"JeremyT97","Pannier","1.2"
"JeremyT97","Vagram","2.0"
"WLinda05","Alphazap","1.2"
"WLinda05","Cardguard","3.0"
"WLinda05","Flowdesk","1.0"
"WLinda05","Holdlamis","1.0"
"WLinda05","Mat Lam Tam","1.2"
"WLinda05","Sonair","2.1"
"WLinda05","Zontrax","2.1"
"TJeremy93","Fix San","1.2"
"TJeremy93","Job","2.1"
"TJeremy93","Lotlux","1.2"
"TJeremy93","Redhold","1.0"
"TJeremy93","Sonair","1.1"
"TJeremy93","Tresom","1.0"
"TJeremy93","Y-Solowarm","2.1"
"TJeremy93","Y-Solowarm","3.0"
"FFred97","Alpha","1.0"
"FFred97","Fintone","2.1"
"FFred97","Ronstring","1.0"
"FFred97","Ronstring","1.1"
"FFred97","Solarbreeze","2.1"
"FFred97","Sub-Ex","1.0"
"TJean2007","Duobam","1.2"
"BJohn","It","1.0"
"BJohn","Voltsillam","2.1"
"AMarie06","Quo Lux","2.1"
"AMarie06","Tresom","1.0"
"TungJ","Treeflex","1.1"
"TungJ","Zontrax","3.0"
"HLaura","Bamity","2.0"
"HLaura","Bytecard","1.2"
"HLaura","Keylex","3.0"
"HLaura","Zoolab","1.2"
"PayneK1994","Cardify","1.1"
"PayneK1994","Lotlux","3.0"
"PayneK1994","Stim","1.2"
"RAllen1997","Matsoft","3.0"
"RAllen1997","Treeflex","1.0"
"RAllen1997","Treeflex","1.1"
"MMelissa","Alphazap","1.1"
"MMelissa","Duobam","1.0"
"MMelissa","Fixflex","1.2"
"MMelissa","It","2.0"
"MMelissa","Mat Lam Tam","1.1"
"MMelissa","Quo Lux","1.0"
"JacksonT11","Asoka","2.1"
"JacksonT11","Bitwolf","1.0"
"JacksonT11","Namfix","1.1"
"JacksonT11","Opela","1.2"
"JacksonT11","Pannier","1.2"
"JacksonT11","Span","1.0"
"TaylorJ97","Voyatouch","2.1"
"TaylorJ97","Zaam-Dox","1.2"
"TaylorJ97","Zoolab","2.1"
"HJonathan93","Aerified","2.1"
"HJonathan93","Bamity","2.0"
"HJonathan93","Duobam","1.0"
"HJonathan93","Quo Lux","3.0"
"HJonathan93","Ronstring","1.1"
"DGonzales93","Mat Lam Tam","1.1"
"DGonzales93","Pannier","2.1"
"DGonzales93","Tempsoft","1.2"
"DGonzales93","Y-find","1.2"
"DGonzales93","Zoolab","2.1"
"CruzH1999","Cardguard","1.2"
"CruzH1999","Duobam","1.0"
"CruzH1999","Tin","1.0"
"CruzH1999","Zontrax","1.0"
"HRuby1998","Bamity","1.0"
"HRuby1998","Fix San","3.0"
"HRuby1998","Flexidy","1.1"
"HRuby1998","Tampflex","1.1"
"HBenjamin01","Bitwolf","1.0"
"HBenjamin01","Bytecard","1.2"
"HBenjamin01","Voltsillam","2.1"
"HBenjamin01","Wrapsafe","2.1"
"LKanh02","Bitchip","1.2"
"LKanh02","Fintone","1.2"
"LKanh02","Fixflex","3.0"
"LKanh02","Hatity","1.2"
"LKanh02","Opela","1.1"
"LKanh02","Stim","1.1"
"GJimmy","Bigtax","1.1"
"GJimmy","Job","1.0"
"GJimmy","Wrapsafe","1.1"
"GJimmy","Zaam-Dox","1.2"
"HLisa1998","Andalax","3.0"
"HLisa1998","Domainer","2.0"
"HLisa1998","Greenlam","1.2"
"HLisa1998","Namfix","1.2"
"HLisa1998","Stim","3.0"
"HLisa1998","Subin","1.0"
"HLisa1998","Y-Solowarm","1.0"
"HLisa1998","Zaam-Dox","1.1"
"HLisa1998","Zoolab","1.1"
"KGordon1993","Andalax","2.0"
"KGordon1993","Asoka","1.1"
"KGordon1993","Matsoft","1.2"
"KGordon1993","Prodder","3.0"
"KGordon1993","Stringtough","2.0"
"KGordon1993","Veribet","2.0"
"OwensJ2003","Cardify","1.1"
"OwensJ2003","Fintone","1.0"
"OwensJ2003","Sonsing","2.0"
"OwensJ2003","Stronghold","2.1"
"OwensJ2003","Ventosanzap","3.0"
"MAlan10","It","1.1"
"MAlan10","Job","1.0"
"MAlan10","Span","2.1"
"EJohnson97","Greenlam","3.0"
"EJohnson97","Regrant","1.1"
"KathyB10","Duobam","1.2"
"KathyB10","Fix San","2.1"
"KathyB10","Job","2.1"
"KathyB10","Matsoft","2.0"
"KathyB10","Overhold","1.0"
"KathyB10","Toughjoyfax","1.2"
"JShirley2003","Biodex","1.1"
"JShirley2003","Duobam","1.0"
"JShirley2003","Solarbreeze","1.1"
"JShirley2003","Tempsoft","1.0"
"PWalker04","Flowdesk","2.1"
"PWalker04","It","1.1"
"PWalker04","Lotlux","1.2"
"PWalker04","Ronstring","2.1"
"PWalker04","Solarbreeze","2.1"
"PWalker04","Y-find","2.1"
"PWalker04","Zaam-Dox","3.0"
"BruceM09","Aerified","1.1"
"BruceM09","Alpha","1.1"
"BruceM09","Duobam","1.2"
"BruceM09","Mat Lam Tam","1.0"
"BruceM09","Opela","1.0"
"BruceM09","Ronstring","2.1"
"BruceM09","Tempsoft","2.1"
"BruceM09","Toughjoyfax","3.0"
"BruceM09","Vagram","1.2"
"BruceM09","Voyatouch","2.0"
"RCarl","Lotlux","2.1"
"RCarl","Matsoft","3.0"
"RCarl","Trippledex","1.1"
"MorenoS95","Lotlux","1.1"
"MorenoS95","Stronghold","3.0"
"MorenoS95","Zoolab","1.1"
"GohR","Asoka","1.0"
"GohR","It","1.0"
"GohR","Prodder","1.2"
"GohR","Sonair","2.0"
"GohR","Zathin","3.0"
"LHansen02","Duobam","1.1"
"LHansen02","Tres-Zap","1.2"
"LHansen02","Vagram","1.1"
"KimberlyA","Greenlam","1.2"
"KimberlyA","Konklux","2.1"
"KimberlyA","Otcom","3.0"
"KimberlyA","Tampflex","2.0"
"KimberlyA","Tresom","1.1"
"FBobby","Fixflex","1.2"
"FBobby","Hatity","1.1"
"FBobby","Viva","1.0"
"GordonK95","Alpha","2.0"
"GordonK95","Konklux","1.2"
"GordonK95","Ventosanzap","1.0"
"GTina","Konklux","2.0"
"GTina","Mat Lam Tam","1.0"
"HElizabeth","Sonair","1.0"
"HElizabeth","Tin","1.1"
"JeremyR10","Bitwolf","3.0"
"JeremyR10","Greenlam","1.0"
"JeremyR10","Holdlamis","2.1"
"JeremyR10","It","1.2"
"JeremyR10","Quo Lux","2.1"
"JeremyR10","Toughjoyfax","3.0"
"JeremyR10","Trippledex","1.1"
"JeremyR10","Wrapsafe","3.0"
"JeremyR10","Zoolab","2.0"
"BarnesM1995","Gembucket","2.1"
"BarnesM1995","Ronstring","1.2"
"BarnesM1995","Vagram","3.0"
"DPhilip","Duobam","3.0"
"DPhilip","Overhold","3.0"
"DPhilip","Stringtough","3.0"
"DPhilip","Voyatouch","1.2"
"RJames1997","Asoka","2.1"
"RJames1997","Greenlam","2.0"
"RJames1997","Zontrax","2.0"
"ACarolyn1995","Alpha","2.0"
"ACarolyn1995","Redhold","3.0"
"ACarolyn1995","Zaam-Dox","1.1"
"ACarolyn1995","Zoolab","1.1"
"ACarolyn1995","Zoolab","3.0"
"SGerald99","Gembucket","1.1"
"SGerald99","Latlux","1.1"
"SGerald99","Solarbreeze","2.0"
"BLouise99","Domainer","2.0"
"BLouise99","Job","1.0"
"BLouise99","Lotlux","1.0"
"BLouise99","Sonsing","1.0"
"BLouise99","Tin","1.1"
"BLouise99","Zaam-Dox","3.0"
"BLouise99","Zathin","1.2"
"HJudith03","Alpha","1.1"
"HJudith03","Fintone","1.0"
"HJudith03","Greenlam","3.0"
"HJudith03","Konklux","2.0"
"HJudith03","Opela","2.0"
"HJudith03","Veribet","1.2"
"HJudith03","Zoolab","1.1"
"HJudith03","Zoolab","1.2"
"HJudy1995","Cardify","1.2"
"HJudy1995","Cardify","2.0"
"HJudy1995","Cookley","1.1"
"HJudy1995","Job","3.0"
"HJudy1995","Redhold","1.0"
"HJudy1995","Tresom","2.1"
"WAmanda96","Duobam","1.2"
"WAmanda96","Gembucket","1.2"
"WAmanda96","Veribet","3.0"
"JonesM2007","Tin","1.2"
"JonesM2007","Transcof","2.1"
"DPerry1996","Bitwolf","1.2"
"DPerry1996","Matsoft","3.0"
"DPerry1996","Sonair","3.0"
"BDenise01","Domainer","1.1"
"BDenise01","It","1.0"
"BDenise01","Mat Lam Tam","2.1"
"BDenise01","Veribet","3.0"
"BDenise01","Voltsillam","2.1"
"LNicole","Domainer","1.1"
"LNicole","Konklux","3.0"
"LNicole","Lotstring","1.1"
"LNicole","Subin","1.1"
"LNicole","Tampflex","3.0"
"RobertB","Alphazap","2.1"
"RobertB","Latlux","3.0"
"RobertB","Ronstring","1.1"
"HMatthew1997","Bitchip","2.0"
"HMatthew1997","Bytecard","1.2"
"HMatthew1997","Fix San","2.0"
"HMatthew1997","It","2.0"
"HMatthew1997","Ronstring","3.0"
"HMatthew1997","Ventosanzap","1.1"
"HMatthew1997","Voyatouch","1.1"
"AdamG","Biodex","1.0"
"AdamG","Domainer","2.1"
"AdamG","Subin","1.1"
"MErnest1996","Cookley","1.2"
"MErnest1996","Latlux","1.2"
"MErnest1996","Otcom","2.0"
"MErnest1996","Ronstring","3.0"
"MErnest1996","Vagram","1.0"
"MErnest1996","Voltsillam","2.1"
"KVictor","Biodex","1.0"
"KVictor","Duobam","1.0"
"KVictor","It","3.0"
"KVictor","Job","2.1"
"KVictor","Quo Lux","1.1"
